 "x" , "p" , "o" ,
 盖蒙 , "http://kg.course/talkop-vivre-card/22年前" , 以海贼的身份登上珍兽岛•发现宝箱 ,
 盖蒙 , "http://kg.course/talkop-vivre-card/22年前" , 卡到了宝箱里 ,
 乌索普海贼团 , "http://kg.course/talkop-vivre-card/0年前" , "看到”GOD”乌索普的通缉令" ,
 乌索普海贼团 , "http://kg.course/talkop-vivre-card/2年前" , 乌索普海贼团解散 ,
 乌索普海贼团 , "http://kg.course/talkop-vivre-card/2年前" , 看到乌索普(狙击王)的通缉令 ,
 乌索普海贼团 , "http://kg.course/talkop-vivre-card/7年前" , 乌索普海贼团成立 ,
 青椒 , "http://kg.course/talkop-vivre-card/0年前" , 参加斗牛竞技场的擂台赛 ,
 青椒 , "http://kg.course/talkop-vivre-card/0年前" , 让老蔡继承“八冲拳”奥义“锥龙锥钉” ,
 青椒 , "http://kg.course/talkop-vivre-card/0年前" , 败给路飞，却也重获了“锥头” ,
 青椒 , "http://kg.course/talkop-vivre-card/？年前" , "就任“八宝水军”第12代栋梁" ,
 青椒 , "http://kg.course/talkop-vivre-card/？年前" , 把八宝水军栋梁的位置让给老蔡后隐居 ,
 青椒 , "http://kg.course/talkop-vivre-card/？年前" , 放弃当海贼 ,
 青椒 , "http://kg.course/talkop-vivre-card/？年前" , "被悬赏5亿4千200万" ,
 青椒 , "http://kg.course/talkop-vivre-card/30年前" , 在与卡普的战斗中败北，失去“锥头” ,
 克洛 , "http://kg.course/talkop-vivre-card/2年前" , 启动可雅暗杀计划 ,
 克洛 , "http://kg.course/talkop-vivre-card/2年前" , 计划被”草帽一伙”所阻止 ,
 克洛 , "http://kg.course/talkop-vivre-card/？年前" , 可雅父母去世 ,
 克洛 , "http://kg.course/talkop-vivre-card/5年前" , 伪造其死亡，离开海贼团 ,
 克洛 , "http://kg.course/talkop-vivre-card/5年前" , 成为可雅家的管家 ,
 可雅 , "http://kg.course/talkop-vivre-card/2年前" , 把前进梅利号交给”草帽一伙” ,
 可雅 , "http://kg.course/talkop-vivre-card/2年前" , 遭到黑猫海贼团袭击 ,
 可雅 , "http://kg.course/talkop-vivre-card/？年前" , 和乌索普相遇 ,
 可雅 , "http://kg.course/talkop-vivre-card/5年前" , 克拉巴特尔成为管家 ,
 赞高 , "http://kg.course/talkop-vivre-card/0年前" , 加入”世界会议”的护卫队 ,
 赞高 , "http://kg.course/talkop-vivre-card/2年前" , 加入海军 ,
 赞高 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 赞高 , "http://kg.course/talkop-vivre-card/2年前" , 在玻璃球岛的舞蹈竞赛中夺冠 ,
 赞高 , "http://kg.course/talkop-vivre-card/2年前" , 在阿拉巴斯坦王国再会”草帽一伙” ,
 赞高 , "http://kg.course/talkop-vivre-card/2年前" , 败给”草帽一伙” ,
 赞高 , "http://kg.course/talkop-vivre-card/？年前" , 由流浪舞者转为海贼 ,
 赞高 , "http://kg.course/talkop-vivre-card/5年前" , 克洛离开海贼团，升为黑猫海贼团船长 ,
 山姆 , "http://kg.course/talkop-vivre-card/2年前" , 被索隆击败 ,
 山姆 , "http://kg.course/talkop-vivre-card/？年前" , 克洛离开海贼团，归于赞高旗下 ,
 山姆 , "http://kg.course/talkop-vivre-card/？年前" , 加入黑猫海贼团 ,
 山姆 , "http://kg.course/talkop-vivre-card/？年前" , 升为黑猫海贼团干部 ,
 山姆 , "http://kg.course/talkop-vivre-card/？年前" , 和布奇结为搭档 ,
 布奇 , "http://kg.course/talkop-vivre-card/2年前" , 被索隆击败 ,
 布奇 , "http://kg.course/talkop-vivre-card/？年前" , 克洛离开海贼团，归于赞高旗下 ,
 布奇 , "http://kg.course/talkop-vivre-card/？年前" , 加入黑猫海贼团 ,
 布奇 , "http://kg.course/talkop-vivre-card/？年前" , 升为黑猫海贼团干部 ,
 布奇 , "http://kg.course/talkop-vivre-card/？年前" , 和布治结为搭档 ,
 约瑟夫 , "http://kg.course/talkop-vivre-card/2年前" , 和索隆重逢，一同前往巴拉蒂 ,
 约瑟夫 , "http://kg.course/talkop-vivre-card/2年前" , 在可可亚西村开始打渔生涯 ,
 约瑟夫 , "http://kg.course/talkop-vivre-card/2年前" , 恶龙乐园崩塌后，与“草帽一伙”告别 ,
 约瑟夫 , "http://kg.course/talkop-vivre-card/？年前" , 组成赏金猎人组合“约瑟夫和强尼” ,
 强尼 , "http://kg.course/talkop-vivre-card/2年前" , 在可可亚西村开始打渔生涯 ,
 强尼 , "http://kg.course/talkop-vivre-card/2年前" , 为了追回娜美和索隆•乌索普一同前往恶龙公园 ,
 强尼 , "http://kg.course/talkop-vivre-card/2年前" , 恶龙公园崩塌后，与“草帽一伙”告别 ,
 强尼 , "http://kg.course/talkop-vivre-card/2年前" , 照看约瑟夫时受到路飞等人的炮击 ,
 强尼 , "http://kg.course/talkop-vivre-card/？年前" , 组成赏金猎人组合“约瑟夫和强尼” ,
 芬布迪 , "http://kg.course/talkop-vivre-card/0年前" , 护送奈菲鲁塔莉家到达“世界会议” ,
 芬布迪 , "http://kg.course/talkop-vivre-card/2年前" , 参战顶上战争 ,
 芬布迪 , "http://kg.course/talkop-vivre-card/2年前" , 和“草帽一伙”在阿拉巴斯坦近海交战 ,
 芬布迪 , "http://kg.course/talkop-vivre-card/2年前" , 和赞高一起再次加入缇娜率领的黑槛部队 ,
 芬布迪 , "http://kg.course/talkop-vivre-card/2年前" , 在巴拉蒂餐厅受到山治的攻击 ,
 芬布迪 , "http://kg.course/talkop-vivre-card/2年前" , 在镜球岛的舞蹈大赛出场 ,
 芬布迪 , "http://kg.course/talkop-vivre-card/？年前" , 就任海军本部大尉 ,
 哲夫 , "http://kg.course/talkop-vivre-card/0年前" , 整修芭拉蒂总店 ,
 哲夫 , "http://kg.course/talkop-vivre-card/2年前" , 给山治送行 ,
 哲夫 , "http://kg.course/talkop-vivre-card/？年前" , 厨师海贼团起航 ,
 哲夫 , "http://kg.course/talkop-vivre-card/？年前" , 在”伟大航路”航行一年后活着回来 ,
 哲夫 , "http://kg.course/talkop-vivre-card/11年前" , 和山治在海上遇难，失去一只脚 ,
 哲夫 , "http://kg.course/talkop-vivre-card/11年前" , 海上餐厅芭拉蒂开始营业 ,
 派迪 , "http://kg.course/talkop-vivre-card/0年前" , 就任连结式甜点舰“修女安可”负责人 ,
 派迪 , "http://kg.course/talkop-vivre-card/2年前" , 与克利克海贼团交战 ,
 派迪 , "http://kg.course/talkop-vivre-card/？年前" , 进入芭拉蒂工作 ,
 阿金 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞与芭拉蒂众人 ,
 阿金 , "http://kg.course/talkop-vivre-card/2年前" , 遭遇舰队被击溃、即将饿死的不幸 ,
 阿金 , "http://kg.course/talkop-vivre-card/？年前" , 加入克利克海贼团 ,
 阿金 , "http://kg.course/talkop-vivre-card/？年前" , 实力受到认可，成为战斗总队长 ,
 卡尔涅 , "http://kg.course/talkop-vivre-card/0年前" , 就任连结式铁板烧舰“纳斯嘉席拉号”负责人 ,
 卡尔涅 , "http://kg.course/talkop-vivre-card/2年前" , 与克利克海贼团交战 ,
 卡尔涅 , "http://kg.course/talkop-vivre-card/？年前" , 进入芭拉蒂工作 ,
 克利克 , "http://kg.course/talkop-vivre-card/2年前" , 回到“东海” ,
 克利克 , "http://kg.course/talkop-vivre-card/2年前" , 袭击芭拉蒂 ,
 克利克 , "http://kg.course/talkop-vivre-card/2年前" , 败于路飞和山治 ,
 克利克 , "http://kg.course/talkop-vivre-card/2年前" , 进入“伟大航路” ,
 克利克 , "http://kg.course/talkop-vivre-card/2年前" , 遭遇米霍克攻击，舰队全灭 ,
 克利克 , "http://kg.course/talkop-vivre-card/？年前" , 伪装成海军士兵、杀死长官，举兵为海贼 ,
 乔拉可尔·米霍克 , "http://kg.course/talkop-vivre-card/2年前" , 在顶上战争参战 ,
 乔拉可尔·米霍克 , "http://kg.course/talkop-vivre-card/2年前" , 教授罗罗诺亚·索隆剑术 ,
 乔拉可尔·米霍克 , "http://kg.course/talkop-vivre-card/？年前" , 为修炼剑术而四处游历，与红发激烈交锋 ,
 乔拉可尔·米霍克 , "http://kg.course/talkop-vivre-card/？年前" , 加入“王下七武海” ,
 乔拉可尔·米霍克 , "http://kg.course/talkop-vivre-card/24年前" , 见证大海贼时代的揭幕 ,
 帕鲁 , "http://kg.course/talkop-vivre-card/2年前" , 经由阿金之手，遭遇完全败北 ,
 帕鲁 , "http://kg.course/talkop-vivre-card/？年前" , 加入克利克海贼团 ,
 帕鲁 , "http://kg.course/talkop-vivre-card/？年前" , 在热带雨林成长 ,
 老鼠 , "http://kg.course/talkop-vivre-card/2年前" , 要求通缉“草帽一伙” ,
 老鼠 , "http://kg.course/talkop-vivre-card/？年前" , 加入海军 ,
 老鼠 , "http://kg.course/talkop-vivre-card/？年前" , 和恶龙勾结 ,
 老鼠 , "http://kg.course/talkop-vivre-card/？年前" , "被分配到海军第16支部" ,
 恶龙 , "http://kg.course/talkop-vivre-card/12年前" , 被海军抓获入狱 ,
 恶龙 , "http://kg.course/talkop-vivre-card/2年前" , 败给“草帽一伙”，恶龙乐园被摧毁 ,
 恶龙 , "http://kg.course/talkop-vivre-card/？年前" , "成为悬赏2000万贝里的通缉犯" ,
 恶龙 , "http://kg.course/talkop-vivre-card/？年前" , 被父亲抛弃到鱼人街 ,
 恶龙 , "http://kg.course/talkop-vivre-card/10年前" , 把“东海”可可亚西村附近划为自己的地盘 ,
 恶龙 , "http://kg.course/talkop-vivre-card/11年前" , 因为甚平加入七武海特赦出狱 ,
 恶龙 , "http://kg.course/talkop-vivre-card/15年前" , 加入太阳海贼团 ,
 小八 , "http://kg.course/talkop-vivre-card/0年前" , 因范德·戴肯的能力而受了重伤 ,
 小八 , "http://kg.course/talkop-vivre-card/2年前" , 与“草帽一伙”再会 ,
 小八 , "http://kg.course/talkop-vivre-card/2年前" , "章鱼烧店“章鱼烧8”开业" ,
 小八 , "http://kg.course/talkop-vivre-card/2年前" , 败于“草帽一伙”，恶龙公园覆灭 ,
 小八 , "http://kg.course/talkop-vivre-card/10年前" , 支配“东海”可可亚西村附近一带 ,
 小八 , "http://kg.course/talkop-vivre-card/11年前" , 离开太阳海贼团，所属于恶龙派阀 ,
 小八 , "http://kg.course/talkop-vivre-card/15年前" , 加入太阳海贼团 ,
 诺琪高 , "http://kg.course/talkop-vivre-card/2年前" , 从恶龙的统治下解放出来 ,
 诺琪高 , "http://kg.course/talkop-vivre-card/？年前" , 在“东海”欧伊科特王国被贝尔梅尔捡到 ,
 诺琪高 , "http://kg.course/talkop-vivre-card/？年前" , 开始种橘子 ,
 诺琪高 , "http://kg.course/talkop-vivre-card/10年前" , 亲眼目睹贝尔梅尔被害 ,
 阿健 , "http://kg.course/talkop-vivre-card/2年前" , 恶龙公园崩塌 ,
 阿健 , "http://kg.course/talkop-vivre-card/2年前" , 抱着必死的决心挑战恶龙一伙 ,
 阿健 , "http://kg.course/talkop-vivre-card/2年前" , 看到娜美的通缉令照片后去找海军抗议 ,
 阿健 , "http://kg.course/talkop-vivre-card/？年前" , 在头上插上风车 ,
 阿健 , "http://kg.course/talkop-vivre-card/10年前" , 直面迎击恶龙一伙，全身受了重伤 ,
 阿健 , "http://kg.course/talkop-vivre-card/10年前" , 让恶龙袭击了可可亚西村 ,
 哞哞 , "http://kg.course/talkop-vivre-card/0年前" , 与“草帽一伙”再会 ,
 哞哞 , "http://kg.course/talkop-vivre-card/2年前" , 从恶龙一伙离开（逃亡） ,
 哞哞 , "http://kg.course/talkop-vivre-card/2年前" , 遇见“草帽一伙” ,
 哞哞 , "http://kg.course/talkop-vivre-card/？年前" , 去往鱼人岛周边海域 ,
 哞哞 , "http://kg.course/talkop-vivre-card/？年前" , 被迫加入恶龙一伙 ,
 哞哞 , "http://kg.course/talkop-vivre-card/？年前" , 遇见卡里布等人 ,
 啾 , "http://kg.course/talkop-vivre-card/2年前" , 被“草帽一伙”打败，恶龙公园崩毁 ,
 啾 , "http://kg.course/talkop-vivre-card/？年前" , 在鱼人岛度过童年时代 ,
 啾 , "http://kg.course/talkop-vivre-card/10年前" , 支配“东海”可可亚西村附近一带 ,
 啾 , "http://kg.course/talkop-vivre-card/11年前" , 退出太阳海贼团，所属于恶龙派阀 ,
 啾 , "http://kg.course/talkop-vivre-card/15年前" , 加入太阳海贼团 ,
 克罗欧比 , "http://kg.course/talkop-vivre-card/2年前" , 被“草帽一伙”打败，恶龙公园崩毁 ,
 克罗欧比 , "http://kg.course/talkop-vivre-card/？年前" , 在鱼人岛度过童年时代 ,
 克罗欧比 , "http://kg.course/talkop-vivre-card/10年前" , 支配“东海”可可亚西村附近一带 ,
 克罗欧比 , "http://kg.course/talkop-vivre-card/11年前" , 退出太阳海贼团，所属于恶龙派阀 ,
 克罗欧比 , "http://kg.course/talkop-vivre-card/15年前" , 加入太阳海贼团 ,
 贝尔梅尔 , "http://kg.course/talkop-vivre-card/？年前" , 离开村子，加入海军 ,
 贝尔梅尔 , "http://kg.course/talkop-vivre-card/10年前" , 为了保护孩子们而失去性命 ,
 贝尔梅尔 , "http://kg.course/talkop-vivre-card/20年前" , 带着娜美和诺琪高一起回到故乡 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/0年前" , 发表新“王下七武海” ,
 布兰纽 , "http://kg.course/talkop-vivre-card/2年前" , 参加顶上战争 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/2年前" , 决定路飞的悬赏金额 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/2年前" , 向战国报告推进城的惨案 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/2年前" , 在会议中讨论路飞袭击海军本部这件事 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/？年前" , 加入海军 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/？年前" , 升职准将 ,
 布兰纽 , "http://kg.course/talkop-vivre-card/？年前" , 升职少校 ,
 一本松 , "http://kg.course/talkop-vivre-card/0年前" , 把索隆的悬赏单挂在浴室 ,
 一本松 , "http://kg.course/talkop-vivre-card/2年前" , 遇见索隆，将雪走托付给他 ,
 一本松 , "http://kg.course/talkop-vivre-card/？年前" , 继承了武器店 ,
 一本松 , "http://kg.course/talkop-vivre-card/200年前" , 祖先开了武器店 ,
 斯摩格 , "http://kg.course/talkop-vivre-card/2年前" , 升职为准将 ,
 斯摩格 , "http://kg.course/talkop-vivre-card/2年前" , 拒绝了因为讨伐克洛克达尔而颁发的勋章 ,
 斯摩格 , "http://kg.course/talkop-vivre-card/？年前" , 加入海军 ,
 斯摩格 , "http://kg.course/talkop-vivre-card/？年前" , 就任上校 ,
 斯摩格 , "http://kg.course/talkop-vivre-card/？年前" , "开始管理G-5，之后升任中将" ,
 斯摩格 , "http://kg.course/talkop-vivre-card/？年前" , 负责管辖罗格镇 ,
 斯摩格 , "http://kg.course/talkop-vivre-card/24年前" , "见证了哥尔•D•罗杰的处刑" ,
 达斯琪 , "http://kg.course/talkop-vivre-card/2年前" , 升任少尉 ,
 达斯琪 , "http://kg.course/talkop-vivre-card/2年前" , 参加阿拉巴斯坦的战斗 ,
 达斯琪 , "http://kg.course/talkop-vivre-card/？年前" , 加入海军 ,
 达斯琪 , "http://kg.course/talkop-vivre-card/？年前" , 就任上士 ,
 达斯琪 , "http://kg.course/talkop-vivre-card/？年前" , "开始管理G-5，之后升任上校" ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/？年前" , 和同志们一起成立“革命军” ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/？年前" , 在各个世界政府加盟国参与革命 ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/？年前" , 成为「革命家」 ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/？年前" , 聚集各地的同志们 ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/24年前" , 见证了大海贼时代的揭幕 ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/19年前" , 成为路飞的父亲 ,
 "蒙奇•D•龙" , "http://kg.course/talkop-vivre-card/55年前" , 作为卡普的儿子而出生 ,
 拉布 , "http://kg.course/talkop-vivre-card/2年前" , 和“草帽一伙”相遇 ,
 拉布 , "http://kg.course/talkop-vivre-card/？年前" , 与岛鲸群走失 ,
 拉布 , "http://kg.course/talkop-vivre-card/52年前" , 在“西海”与伦巴海贼团相遇 ,
 拉布 , "http://kg.course/talkop-vivre-card/52年前" , 在双子岬和库洛卡斯相遇 ,
 拉布 , "http://kg.course/talkop-vivre-card/52年前" , 等待伦巴海贼团归来 ,
 库洛卡斯 , "http://kg.course/talkop-vivre-card/2年前" , 和草帽一伙相遇 ,
 库洛卡斯 , "http://kg.course/talkop-vivre-card/？年前" , 成为双子岬的灯塔管理员 ,
 库洛卡斯 , "http://kg.course/talkop-vivre-card/52年前" , 从伦巴海贼团手中接管拉布 ,
 库洛卡斯 , "http://kg.course/talkop-vivre-card/25年前" , 称霸“伟大航路” ,
 库洛卡斯 , "http://kg.course/talkop-vivre-card/27年前" , 参加艾特•沃尔海战 ,
 库洛卡斯 , "http://kg.course/talkop-vivre-card/28年前" , 作为罗杰海贼团的船医随行 ,
 伊卡莱姆 , "http://kg.course/talkop-vivre-card/0年前" , 随同寇布拉•薇薇参加“世界会议” ,
 伊卡莱姆 , "http://kg.course/talkop-vivre-card/2年前" , 回到阿拉巴斯坦 ,
 伊卡莱姆 , "http://kg.course/talkop-vivre-card/2年前" , 请求“草帽一伙”保护薇薇 ,
 伊卡莱姆 , "http://kg.course/talkop-vivre-card/？年前" , 担任阿拉巴斯坦的护卫队队长 ,
 伊卡莱姆 , "http://kg.course/talkop-vivre-card/8年前" , 随同寇布拉•薇薇参加“世界会议” ,
 伊卡莱姆 , "http://kg.course/talkop-vivre-card/4年前" , 同薇薇一起卧底巴洛克工作室 ,
 "杰姆（Mr.5）" , "http://kg.course/talkop-vivre-card/2年前" , "和Miss.黄金周一起救出原来的伙伴" ,
 "杰姆（Mr.5）" , "http://kg.course/talkop-vivre-card/2年前" , 和原巴洛克工作室的伙伴们一起开了新蜘蛛人咖啡店 ,
 "杰姆（Mr.5）" , "http://kg.course/talkop-vivre-card/2年前" , 在休假岛遇到缇娜「追捕残党」 ,
 "杰姆（Mr.5）" , "http://kg.course/talkop-vivre-card/2年前" , 巴洛克工作室解散 ,
 "杰姆（Mr.5）" , "http://kg.course/talkop-vivre-card/？年前" , 成为巴洛克工作室高级特务 ,
